TABLE_NAME                                                                                                                       COLUMN_NAME                                                                                                                      DATA_TYPE                                                                                                                        ORDINAL_POSITION
SaleTrnHdr                                                                                                                       PostSaleTaxFormYes                                                                                                               bit                                                                                                                                            30
SaleTrnHdr                                                                                                                       PostSaleTaxFormNm                                                                                                                varchar                                                                                                                                        31
SaleTrnHdr                                                                                                                       PostSaleTaxFormRef                                                                                                               varchar                                                                                                                                        32
SaleTrnHdr                                                                                                                       POSCashTrnType                                                                                                                   int                                                                                                                                            33
SaleTrnHdr                                                                                                                       POSCashTrnDocPrefix                                                                                                              varchar                                                                                                                                        34
SaleTrnHdr                                                                                                                       POSCashTrnDocNo                                                                                                                  int                                                                                                                                            35
SaleTrnHdr                                                                                                                       LastCopyNo                                                                                                                       int                                                                                                                                            36
SaleTrnHdr                                                                                                                       VAUid                                                                                                                            varchar                                                                                                                                        37
SaleTrnHdr                                                                                                                       VActr                                                                                                                            int                                                                                                                                            38
SaleTrnHdr                                                                                                                       VATermId                                                                                                                         varchar                                                                                                                                        39
SaleTrnHdr                                                                                                                       VACompCode                                                                                                                       varchar                                                                                                                                        40
SaleTrnHdr                                                                                                                       Custinf1                                                                                                                         varchar                                                                                                                                        41
SaleTrnHdr                                                                                                                       Custinf2                                                                                                                         varchar                                                                                                                                        42
SaleTrnHdr                                                                                                                       Custinf3                                                                                                                         varchar                                                                                                                                        43
SaleTrnHdr                                                                                                                       Custinf4                                                                                                                         varchar                                                                                                                                        44
SaleTrnHdr                                                                                                                       Custinf5                                                                                                                         varchar                                                                                                                                        45
SaleTrnHdr                                                                                                                       GenDiscReason                                                                                                                    varchar                                                                                                                                        46
SaleTrnHdr                                                                                                                       TransitDays                                                                                                                      int                                                                                                                                            47
SaleTrnHdr                                                                                                                       SField2                                                                                                                          varchar                                                                                                                                        48
SaleTrnHdr                                                                                                                       SField3                                                                                                                          varchar                                                                                                                                        49
SaleTrnHdr                                                                                                                       SField4                                                                                                                          varchar                                                                                                                                        50
SaleTrnHdr                                                                                                                       SField5                                                                                                                          varchar                                                                                                                                        51
SaleTrnHdr                                                                                                                       NField1                                                                                                                          int                                                                                                                                            52
SaleTrnHdr                                                                                                                       NField2                                                                                                                          int                                                                                                                                            53
SaleTrnHdr                                                                                                                       NField3                                                                                                                          int                                                                                                                                            54
SaleTrnHdr                                                                                                                       NField4                                                                                                                          int                                                                                                                                            55
SaleTrnHdr                                                                                                                       NField5                                                                                                                          int                                                                                                                                            56
SaleTrnHdr                                                                                                                       DField1                                                                                                                          datetime                                                                                                                                       57
SaleTrnHdr                                                                                                                       DField2                                                                                                                          datetime                                                                                                                                       58
SaleTrnHdr                                                                                                                       DField3                                                                                                                          datetime                                                                                                                                       59
SaleTrnHdr                                                                                                                       BField1                                                                                                                          bit                                                                                                                                            60
SaleTrnHdr                                                                                                                       BField2                                                                                                                          bit                                                                                                                                            61
SaleTrnHdr                                                                                                                       PayModeType                                                                                                                      int                                                                                                                                            62
SaleTrnHdr                                                                                                                       SField1                                                                                                                          varchar                                                                                                                                        63
SaleTrnHdr                                                                                                                       XS1                                                                                                                              varchar                                                                                                                                        64
SaleTrnHdr                                                                                                                       XS2                                                                                                                              varchar                                                                                                                                        65
SaleTrnHdr                                                                                                                       XS3                                                                                                                              varchar                                                                                                                                        66
SaleTrnHdr                                                                                                                       XS4                                                                                                                              varchar                                                                                                                                        67
SaleTrnHdr                                                                                                                       XS5                                                                                                                              varchar                                                                                                                                        68
SaleTrnHdr                                                                                                                       XS6                                                                                                                              varchar                                                                                                                                        69
SaleTrnHdr                                                                                                                       XS7                                                                                                                              varchar                                                                                                                                        70
SaleTrnHdr                                                                                                                       XS8                                                                                                                              varchar                                                                                                                                        71
SaleTrnHdr                                                                                                                       XI1                                                                                                                              int                                                                                                                                            72
SaleTrnHdr                                                                                                                       XI2                                                                                                                              int                                                                                                                                            73
SaleTrnHdr                                                                                                                       XI3                                                                                                                              int                                                                                                                                            74
SaleTrnHdr                                                                                                                       XI4                                                                                                                              int                                                                                                                                            75
SaleTrnHdr                                                                                                                       XM1                                                                                                                              money                                                                                                                                          76
SaleTrnHdr                                                                                                                       XM2                                                                                                                              money                                                                                                                                          77
SaleTrnHdr                                                                                                                       XM3                                                                                                                              money                                                                                                                                          78
SaleTrnHdr                                                                                                                       XM4                                                                                                                              money                                                                                                                                          79
SaleTrnHdr                                                                                                                       XD1                                                                                                                              datetime                                                                                                                                       80
SaleTrnHdr                                                                                                                       XD2                                                                                                                              datetime                                                                                                                                       81
SaleTrnHdr                                                                                                                       XD3                                                                                                                              datetime                                                                                                                                       82
SaleTrnHdr                                                                                                                       XD4                                                                                                                              datetime                                                                                                                                       83
SaleTrnHdr                                                                                                                       CS1                                                                                                                              varchar                                                                                                                                        84
SaleTrnHdr                                                                                                                       CS2                                                                                                                              varchar                                                                                                                                        85
SaleTrnHdr                                                                                                                       CS3                                                                                                                              varchar                                                                                                                                        86
SaleTrnHdr                                                                                                                       CS4                                                                                                                              varchar                                                                                                                                        87
SaleTrnHdr                                                                                                                       CS5                                                                                                                              varchar                                                                                                                                        88
SaleTrnHdr                                                                                                                       CS6                                                                                                                              varchar                                                                                                                                        89
SaleTrnHdr                                                                                                                       CS7                                                                                                                              varchar                                                                                                                                        90
SaleTrnHdr                                                                                                                       CS8                                                                                                                              varchar                                                                                                                                        91
SaleTrnHdr                                                                                                                       CI1                                                                                                                              int                                                                                                                                            92
SaleTrnHdr                                                                                                                       CI2                                                                                                                              int                                                                                                                                            93
SaleTrnHdr                                                                                                                       CI3                                                                                                                              int                                                                                                                                            94
SaleTrnHdr                                                                                                                       CI4                                                                                                                              int                                                                                                                                            95
SaleTrnHdr                                                                                                                       CM1                                                                                                                              money                                                                                                                                          96
SaleTrnHdr                                                                                                                       CM2                                                                                                                              money                                                                                                                                          97
SaleTrnHdr                                                                                                                       CM3                                                                                                                              money                                                                                                                                          98
SaleTrnHdr                                                                                                                       CM4                                                                                                                              money                                                                                                                                          99
SaleTrnHdr                                                                                                                       CD1                                                                                                                              datetime                                                                                                                                      100
SaleTrnHdr                                                                                                                       CD2                                                                                                                              datetime                                                                                                                                      101
SaleTrnHdr                                                                                                                       CD3                                                                                                                              datetime                                                                                                                                      102
SaleTrnHdr                                                                                                                       CD4                                                                                                                              datetime                                                                                                                                      103
StkTrnDtls                                                                                                                       TrnType                                                                                                                          int                                                                                                                                             1
StkTrnDtls                                                                                                                       TrnCtrlNo                                                                                                                        int                                                                                                                                             2
StkTrnDtls                                                                                                                       DocNoPrefix                                                                                                                      varchar                                                                                                                                         3
StkTrnDtls                                                                                                                       DocNo                                                                                                                            int                                                                                                                                             4
StkTrnDtls                                                                                                                       DocRsnCd                                                                                                                         varchar                                                                                                                                         5
StkTrnDtls                                                                                                                       DocDt                                                                                                                            datetime                                                                                                                                        6
StkTrnDtls                                                                                                                       EntSrlNo                                                                                                                         int                                                                                                                                             7
StkTrnDtls                                                                                                                       StockNo                                                                                                                          varchar                                                                                                                                         8
StkTrnDtls                                                                                                                       BatchSrlNo                                                                                                                       varchar                                                                                                                                         9
StkTrnDtls                                                                                                                       LocnId                                                                                                                           varchar                                                                                                                                        10
StkTrnDtls                                                                                                                       OrdDocType                                                                                                                       int                                                                                                                                            11
StkTrnDtls                                                                                                                       OrdDocNoPrefix                                                                                                                   varchar                                                                                                                                        12
StkTrnDtls                                                                                                                       OrdDocNo                                                                                                                         int                                                                                                                                            13
StkTrnDtls                                                                                                                       OrdEntSrlNo                                                                                                                      int                                                                                                                                            14
StkTrnDtls                                                                                                                       OrdEntSubSrlNo                                                                                                                   int                                                                                                                                            15
StkTrnDtls                                                                                                                       RefDocType                                                                                                                       int                                                                                                                                            16
StkTrnDtls                                                                                                                       RefDocNoPrefix                                                                                                                   varchar                                                                                                                                        17
StkTrnDtls                                                                                                                       RefDocNo                                                                                                                         varchar                                                                                                                                        18
StkTrnDtls                                                                                                                       RefEntSrlNo                                                                                                                      int                                                                                                                                            19
StkTrnDtls                                                                                                                       DocQty                                                                                                                           real                                                                                                                                           20
StkTrnDtls                                                                                                                       PhyQtyIn                                                                                                                         real                                                                                                                                           21
StkTrnDtls                                                                                                                       PhyQtyOut                                                                                                                        real                                                                                                                                           22
StkTrnDtls                                                                                                                       StkUpdtRate                                                                                                                      money                                                                                                                                          23
StkTrnDtls                                                                                                                       StkUpdtValueIn                                                                                                                   money                                                                                                                                          24
StkTrnDtls                                                                                                                       StkUpdtValueOut                                                                                                                  money                                                                                                                                          25
StkTrnDtls                                                                                                                       DocEntRate                                                                                                                       money                                                                                                                                          26
StkTrnDtls                                                                                                                       DocEntValue                                                                                                                      money                                                                                                                                          27
StkTrnDtls                                                                                                                       DocEntTotDisc                                                                                                                    money                                                                                                                                          28
StkTrnDtls                                                                                                                       DocEntValAftDisc                                                                                                                 money                                                                                                                                          29
StkTrnDtls                                                                                                                       DocEntTax                                                                                                                        money                                                                                                                                          30
StkTrnDtls                                                                                                                       DocEntAddons                                                                                                                     money                                                                                                                                          31
StkTrnDtls                                                                                                                       DocEntDedns                                                                                                                      money                                                                                                                                          32
StkTrnDtls                                                                                                                       DocEntNetValue                                                                                                                   money                                                                                                                                          33
StkTrnDtls                                                                                                                       PhysQtyReturned                                                                                                                  real                                                                                                                                           34
StkTrnDtls                                                                                                                       DocEntBefTaxAddons                                                                                                               money                                                                                                                                          35
StkTrnDtls                                                                                                                       DocEntBefTaxDedns                                                                                                                money                                                                                                                                          36
StkTrnDtls                                                                                                                       DocEntAftTaxAddons                                                                                                               money                                                                                                                                          37
StkTrnDtls                                                                                                                       DocEntAftTaxDedns                                                                                                                money                                                                                                                                          38
